doc_type,pdf_path,page1_png,source_path,cluster_id
scientific_publication,data/raw_pdfs/0456_scientific_publication.pdf,data/page1_pngs/0456_scientific_publication.png,data/scientific_publication/2501387763.tif,2
specification,data/raw_pdfs/0457_specification.pdf,data/page1_pngs/0457_specification.png,data/specification/2051526700_2051526702.tif,2
handwritten,data/raw_pdfs/0458_handwritten.pdf,data/page1_pngs/0458_handwritten.png,data/handwritten/518227076+-7077.tif,5
news_article,data/raw_pdfs/0459_news_article.pdf,data/page1_pngs/0459_news_article.png,data/news_article/2078113728_3729.tif,0
resume,data/raw_pdfs/0460_resume.pdf,data/page1_pngs/0460_resume.png,data/resume/0000093958.tif,9
scientific_report,data/raw_pdfs/0461_scientific_report.pdf,data/page1_pngs/0461_scientific_report.png,data/scientific_report/0000098583.tif,-1
file_folder,data/raw_pdfs/0462_file_folder.pdf,data/page1_pngs/0462_file_folder.png,data/file_folder/2024924909.tif,5
presentation,data/raw_pdfs/0463_presentation.pdf,data/page1_pngs/0463_presentation.png,data/presentation/83594947_4954.tif,2
advertisement,data/raw_pdfs/0464_advertisement.pdf,data/page1_pngs/0464_advertisement.png,data/advertisement/03062502.tif,5
resume,data/raw_pdfs/0465_resume.pdf,data/page1_pngs/0465_resume.png,data/resume/50640722-0723.tif,6
news_article,data/raw_pdfs/0466_news_article.pdf,data/page1_pngs/0466_news_article.png,data/news_article/2070109235.tif,0
questionnaire,data/raw_pdfs/0467_questionnaire.pdf,data/page1_pngs/0467_questionnaire.png,data/questionnaire/2060054339_2060054349.tif,6
file_folder,data/raw_pdfs/0468_file_folder.pdf,data/page1_pngs/0468_file_folder.png,data/file_folder/0060318976.tif,5
letter,data/raw_pdfs/0469_letter.pdf,data/page1_pngs/0469_letter.png,data/letter/500392861.tif,9
scientific_publication,data/raw_pdfs/0470_scientific_publication.pdf,data/page1_pngs/0470_scientific_publication.png,data/scientific_publication/2015068439.tif,0
advertisement,data/raw_pdfs/0471_advertisement.pdf,data/page1_pngs/0471_advertisement.png,data/advertisement/502599808+-9808.tif,0
form,data/raw_pdfs/0472_form.pdf,data/page1_pngs/0472_form.png,data/form/2074954951.tif,7
presentation,data/raw_pdfs/0473_presentation.pdf,data/page1_pngs/0473_presentation.png,data/presentation/1004862993.tif,9
handwritten,data/raw_pdfs/0474_handwritten.pdf,data/page1_pngs/0474_handwritten.png,data/handwritten/505818724_505818728.tif,1
presentation,data/raw_pdfs/0475_presentation.pdf,data/page1_pngs/0475_presentation.png,data/presentation/2073816136_6138.tif,8
handwritten,data/raw_pdfs/0476_handwritten.pdf,data/page1_pngs/0476_handwritten.png,data/handwritten/502299253_502299254.tif,1
invoice,data/raw_pdfs/0477_invoice.pdf,data/page1_pngs/0477_invoice.png,data/invoice/2028724447.tif,6
presentation,data/raw_pdfs/0478_presentation.pdf,data/page1_pngs/0478_presentation.png,data/presentation/2073206511_6588.tif,2
handwritten,data/raw_pdfs/0479_handwritten.pdf,data/page1_pngs/0479_handwritten.png,data/handwritten/522752685+-2686.tif,6
specification,data/raw_pdfs/0480_specification.pdf,data/page1_pngs/0480_specification.png,data/specification/2031294513.tif,6
specification,data/raw_pdfs/0481_specification.pdf,data/page1_pngs/0481_specification.png,data/specification/2000416378_2000416381.tif,6
budget,data/raw_pdfs/0482_budget.pdf,data/page1_pngs/0482_budget.png,data/budget/tnwl0044390_4391.tif,6
presentation,data/raw_pdfs/0483_presentation.pdf,data/page1_pngs/0483_presentation.png,data/presentation/2048280670.tif,8
advertisement,data/raw_pdfs/0484_advertisement.pdf,data/page1_pngs/0484_advertisement.png,data/advertisement/502612416a-2417.tif,0
scientific_publication,data/raw_pdfs/0485_scientific_publication.pdf,data/page1_pngs/0485_scientific_publication.png,data/scientific_publication/50403522-3529.tif,-1
resume,data/raw_pdfs/0486_resume.pdf,data/page1_pngs/0486_resume.png,data/resume/50328589-8590.tif,6
email,data/raw_pdfs/0487_email.pdf,data/page1_pngs/0487_email.png,data/email/2078313938.tif,-1
budget,data/raw_pdfs/0488_budget.pdf,data/page1_pngs/0488_budget.png,data/budget/24007921.tif,6
scientific_publication,data/raw_pdfs/0489_scientific_publication.pdf,data/page1_pngs/0489_scientific_publication.png,data/scientific_publication/10111414_10111421.tif,10
specification,data/raw_pdfs/0490_specification.pdf,data/page1_pngs/0490_specification.png,data/specification/504562351+-2351.tif,7
memo,data/raw_pdfs/0491_memo.pdf,data/page1_pngs/0491_memo.png,data/memo/0071042299.tif,-1
invoice,data/raw_pdfs/0492_invoice.pdf,data/page1_pngs/0492_invoice.png,data/invoice/ti31689049.tif,4
presentation,data/raw_pdfs/0493_presentation.pdf,data/page1_pngs/0493_presentation.png,data/presentation/2041411905_2041411958.tif,-1
presentation,data/raw_pdfs/0494_presentation.pdf,data/page1_pngs/0494_presentation.png,data/presentation/2048623059.tif,10
scientific_publication,data/raw_pdfs/0495_scientific_publication.pdf,data/page1_pngs/0495_scientific_publication.png,data/scientific_publication/PUBLICATIONS011496-1.tif,0
questionnaire,data/raw_pdfs/0496_questionnaire.pdf,data/page1_pngs/0496_questionnaire.png,data/questionnaire/2044438080_8081.tif,10
budget,data/raw_pdfs/0497_budget.pdf,data/page1_pngs/0497_budget.png,data/budget/2040957541.tif,6
budget,data/raw_pdfs/0498_budget.pdf,data/page1_pngs/0498_budget.png,data/budget/2040995192.tif,7
news_article,data/raw_pdfs/0499_news_article.pdf,data/page1_pngs/0499_news_article.png,data/news_article/2063795248.tif,2
letter,data/raw_pdfs/0500_letter.pdf,data/page1_pngs/0500_letter.png,data/letter/86016055.tif,7
email,data/raw_pdfs/0501_email.pdf,data/page1_pngs/0501_email.png,data/email/2071863759a.tif,10
file_folder,data/raw_pdfs/0502_file_folder.pdf,data/page1_pngs/0502_file_folder.png,data/file_folder/0060079060.tif,5
news_article,data/raw_pdfs/0503_news_article.pdf,data/page1_pngs/0503_news_article.png,data/news_article/tob11709.50_tob11709.51.tif,0
form,data/raw_pdfs/0504_form.pdf,data/page1_pngs/0504_form.png,data/form/2080475727.tif,7
memo,data/raw_pdfs/0505_memo.pdf,data/page1_pngs/0505_memo.png,data/memo/2040417877_2040417878.tif,4
resume,data/raw_pdfs/0506_resume.pdf,data/page1_pngs/0506_resume.png,data/resume/50579619-9621.tif,6
resume,data/raw_pdfs/0507_resume.pdf,data/page1_pngs/0507_resume.png,data/resume/2044454801_2044454808.tif,-1
file_folder,data/raw_pdfs/0508_file_folder.pdf,data/page1_pngs/0508_file_folder.png,data/file_folder/87445470.tif,5
news_article,data/raw_pdfs/0509_news_article.pdf,data/page1_pngs/0509_news_article.png,data/news_article/2025499607-a_2025499608.tif,9
questionnaire,data/raw_pdfs/0510_questionnaire.pdf,data/page1_pngs/0510_questionnaire.png,data/questionnaire/507308994_507308997.tif,6
advertisement,data/raw_pdfs/0511_advertisement.pdf,data/page1_pngs/0511_advertisement.png,data/advertisement/2049255010.tif,2
resume,data/raw_pdfs/0512_resume.pdf,data/page1_pngs/0512_resume.png,data/resume/11287842_11287847.tif,8
specification,data/raw_pdfs/0513_specification.pdf,data/page1_pngs/0513_specification.png,data/specification/507026388_507026398.tif,6
invoice,data/raw_pdfs/0514_invoice.pdf,data/page1_pngs/0514_invoice.png,data/invoice/500090960+-0961.tif,7
advertisement,data/raw_pdfs/0515_advertisement.pdf,data/page1_pngs/0515_advertisement.png,data/advertisement/516692067+-2069.tif,4
advertisement,data/raw_pdfs/0516_advertisement.pdf,data/page1_pngs/0516_advertisement.png,data/advertisement/507144034.tif,0
advertisement,data/raw_pdfs/0517_advertisement.pdf,data/page1_pngs/0517_advertisement.png,data/advertisement/12053972.tif,-1
budget,data/raw_pdfs/0518_budget.pdf,data/page1_pngs/0518_budget.png,data/budget/85210052_0062.tif,3
invoice,data/raw_pdfs/0519_invoice.pdf,data/page1_pngs/0519_invoice.png,data/invoice/92194344.tif,6
questionnaire,data/raw_pdfs/0520_questionnaire.pdf,data/page1_pngs/0520_questionnaire.png,data/questionnaire/2041828356.tif,6
letter,data/raw_pdfs/0521_letter.pdf,data/page1_pngs/0521_letter.png,data/letter/505473380+-3381.tif,6
invoice,data/raw_pdfs/0522_invoice.pdf,data/page1_pngs/0522_invoice.png,data/invoice/83544753_4770.tif,4
invoice,data/raw_pdfs/0523_invoice.pdf,data/page1_pngs/0523_invoice.png,data/invoice/86463231.tif,6
form,data/raw_pdfs/0524_form.pdf,data/page1_pngs/0524_form.png,data/form/2505430583.tif,-1
presentation,data/raw_pdfs/0525_presentation.pdf,data/page1_pngs/0525_presentation.png,data/presentation/2051825964_5980.tif,9
budget,data/raw_pdfs/0526_budget.pdf,data/page1_pngs/0526_budget.png,data/budget/2072682899.tif,3
scientific_publication,data/raw_pdfs/0527_scientific_publication.pdf,data/page1_pngs/0527_scientific_publication.png,data/scientific_publication/PUBLICATIONS037845-7.tif,-1
memo,data/raw_pdfs/0528_memo.pdf,data/page1_pngs/0528_memo.png,data/memo/2030815527.tif,-1
questionnaire,data/raw_pdfs/0529_questionnaire.pdf,data/page1_pngs/0529_questionnaire.png,data/questionnaire/tob00303.76.tif,10
resume,data/raw_pdfs/0530_resume.pdf,data/page1_pngs/0530_resume.png,data/resume/50462971-2973.tif,10
presentation,data/raw_pdfs/0531_presentation.pdf,data/page1_pngs/0531_presentation.png,data/presentation/95917084_7086.tif,3
scientific_publication,data/raw_pdfs/0532_scientific_publication.pdf,data/page1_pngs/0532_scientific_publication.png,data/scientific_publication/50439827-9835.tif,0
questionnaire,data/raw_pdfs/0533_questionnaire.pdf,data/page1_pngs/0533_questionnaire.png,data/questionnaire/2040101077_2040101084.tif,6
letter,data/raw_pdfs/0534_letter.pdf,data/page1_pngs/0534_letter.png,data/letter/1001855303_1001855304.tif,-1
file_folder,data/raw_pdfs/0535_file_folder.pdf,data/page1_pngs/0535_file_folder.png,data/file_folder/0060321582.tif,5
email,data/raw_pdfs/0536_email.pdf,data/page1_pngs/0536_email.png,data/email/528855531+-5532.tif,-1
specification,data/raw_pdfs/0537_specification.pdf,data/page1_pngs/0537_specification.png,data/specification/2057669321.tif,6
letter,data/raw_pdfs/0538_letter.pdf,data/page1_pngs/0538_letter.png,data/letter/2041235814-a.tif,7
email,data/raw_pdfs/0539_email.pdf,data/page1_pngs/0539_email.png,data/email/529300418+-0435.tif,0
form,data/raw_pdfs/0540_form.pdf,data/page1_pngs/0540_form.png,data/form/2051061885_2051061891.tif,3
advertisement,data/raw_pdfs/0541_advertisement.pdf,data/page1_pngs/0541_advertisement.png,data/advertisement/86140103.tif,0
scientific_publication,data/raw_pdfs/0542_scientific_publication.pdf,data/page1_pngs/0542_scientific_publication.png,data/scientific_publication/10420741.tif,0
memo,data/raw_pdfs/0543_memo.pdf,data/page1_pngs/0543_memo.png,data/memo/0000080997.tif,6
memo,data/raw_pdfs/0544_memo.pdf,data/page1_pngs/0544_memo.png,data/memo/13378682.tif,7
memo,data/raw_pdfs/0545_memo.pdf,data/page1_pngs/0545_memo.png,data/memo/0000061681.tif,4
questionnaire,data/raw_pdfs/0546_questionnaire.pdf,data/page1_pngs/0546_questionnaire.png,data/questionnaire/506896534_506896537.tif,8
budget,data/raw_pdfs/0547_budget.pdf,data/page1_pngs/0547_budget.png,data/budget/01409894.tif,-1
advertisement,data/raw_pdfs/0548_advertisement.pdf,data/page1_pngs/0548_advertisement.png,data/advertisement/2070580435.tif,5
news_article,data/raw_pdfs/0549_news_article.pdf,data/page1_pngs/0549_news_article.png,data/news_article/2071783484.tif,0
news_article,data/raw_pdfs/0550_news_article.pdf,data/page1_pngs/0550_news_article.png,data/news_article/2500053440.tif,2
specification,data/raw_pdfs/0551_specification.pdf,data/page1_pngs/0551_specification.png,data/specification/2031297313.tif,6
file_folder,data/raw_pdfs/0552_file_folder.pdf,data/page1_pngs/0552_file_folder.png,data/file_folder/2023599688.tif,5
memo,data/raw_pdfs/0553_memo.pdf,data/page1_pngs/0553_memo.png,data/memo/0000956974.tif,7
form,data/raw_pdfs/0554_form.pdf,data/page1_pngs/0554_form.png,data/form/2043481387.tif,3
budget,data/raw_pdfs/0555_budget.pdf,data/page1_pngs/0555_budget.png,data/budget/85261548.tif,6
specification,data/raw_pdfs/0556_specification.pdf,data/page1_pngs/0556_specification.png,data/specification/504525531.tif,7
form,data/raw_pdfs/0557_form.pdf,data/page1_pngs/0557_form.png,data/form/516783151+-3179.tif,6
budget,data/raw_pdfs/0558_budget.pdf,data/page1_pngs/0558_budget.png,data/budget/11011311.tif,6
handwritten,data/raw_pdfs/0559_handwritten.pdf,data/page1_pngs/0559_handwritten.png,data/handwritten/503529532_503529543.tif,3
memo,data/raw_pdfs/0560_memo.pdf,data/page1_pngs/0560_memo.png,data/memo/0001489420.tif,7
memo,data/raw_pdfs/0561_memo.pdf,data/page1_pngs/0561_memo.png,data/memo/2082474151.tif,4
news_article,data/raw_pdfs/0562_news_article.pdf,data/page1_pngs/0562_news_article.png,data/news_article/tob12923.09.tif,0
scientific_report,data/raw_pdfs/0563_scientific_report.pdf,data/page1_pngs/0563_scientific_report.png,data/scientific_report/1001762320.tif,7
specification,data/raw_pdfs/0564_specification.pdf,data/page1_pngs/0564_specification.png,data/specification/2069718436.tif,6
specification,data/raw_pdfs/0565_specification.pdf,data/page1_pngs/0565_specification.png,data/specification/2057444809.tif,6
letter,data/raw_pdfs/0566_letter.pdf,data/page1_pngs/0566_letter.png,data/letter/507160206+-0206.tif,10
scientific_publication,data/raw_pdfs/0567_scientific_publication.pdf,data/page1_pngs/0567_scientific_publication.png,data/scientific_publication/2505345060.tif,2
email,data/raw_pdfs/0568_email.pdf,data/page1_pngs/0568_email.png,data/email/527994672+-4672.tif,4
questionnaire,data/raw_pdfs/0569_questionnaire.pdf,data/page1_pngs/0569_questionnaire.png,data/questionnaire/01835166_5170.tif,7
advertisement,data/raw_pdfs/0570_advertisement.pdf,data/page1_pngs/0570_advertisement.png,data/advertisement/522349558+-9558.tif,0
memo,data/raw_pdfs/0571_memo.pdf,data/page1_pngs/0571_memo.png,data/memo/0060340002.tif,4
advertisement,data/raw_pdfs/0572_advertisement.pdf,data/page1_pngs/0572_advertisement.png,data/advertisement/1005149900_1005149901.tif,0
presentation,data/raw_pdfs/0573_presentation.pdf,data/page1_pngs/0573_presentation.png,data/presentation/0000009128.tif,-1
file_folder,data/raw_pdfs/0574_file_folder.pdf,data/page1_pngs/0574_file_folder.png,data/file_folder/50436183-6183.tif,5
invoice,data/raw_pdfs/0575_invoice.pdf,data/page1_pngs/0575_invoice.png,data/invoice/2041235658.tif,6
letter,data/raw_pdfs/0576_letter.pdf,data/page1_pngs/0576_letter.png,data/letter/505196113_505196115.tif,6
budget,data/raw_pdfs/0577_budget.pdf,data/page1_pngs/0577_budget.png,data/budget/11007124.tif,6
advertisement,data/raw_pdfs/0578_advertisement.pdf,data/page1_pngs/0578_advertisement.png,data/advertisement/2070953120.tif,4
specification,data/raw_pdfs/0579_specification.pdf,data/page1_pngs/0579_specification.png,data/specification/2031313674.tif,6
specification,data/raw_pdfs/0580_specification.pdf,data/page1_pngs/0580_specification.png,data/specification/2057448974_2057448978.tif,6
specification,data/raw_pdfs/0581_specification.pdf,data/page1_pngs/0581_specification.png,data/specification/2069739397.tif,6
letter,data/raw_pdfs/0582_letter.pdf,data/page1_pngs/0582_letter.png,data/letter/2010066817.tif,7
form,data/raw_pdfs/0583_form.pdf,data/page1_pngs/0583_form.png,data/form/0013123257.tif,6
letter,data/raw_pdfs/0584_letter.pdf,data/page1_pngs/0584_letter.png,data/letter/518600431+-0431.tif,4
specification,data/raw_pdfs/0585_specification.pdf,data/page1_pngs/0585_specification.png,data/specification/2075387175.tif,6
memo,data/raw_pdfs/0586_memo.pdf,data/page1_pngs/0586_memo.png,data/memo/0000426350.tif,7
news_article,data/raw_pdfs/0587_news_article.pdf,data/page1_pngs/0587_news_article.png,data/news_article/1003538115-c.tif,0
scientific_report,data/raw_pdfs/0588_scientific_report.pdf,data/page1_pngs/0588_scientific_report.png,data/scientific_report/2062071763.tif,8
scientific_report,data/raw_pdfs/0589_scientific_report.pdf,data/page1_pngs/0589_scientific_report.png,data/scientific_report/2026022200.tif,4
letter,data/raw_pdfs/0590_letter.pdf,data/page1_pngs/0590_letter.png,data/letter/2026460658.tif,7
news_article,data/raw_pdfs/0591_news_article.pdf,data/page1_pngs/0591_news_article.png,data/news_article/ton01005.76_ton01005.78.tif,0
invoice,data/raw_pdfs/0592_invoice.pdf,data/page1_pngs/0592_invoice.png,data/invoice/95602585.tif,2
questionnaire,data/raw_pdfs/0593_questionnaire.pdf,data/page1_pngs/0593_questionnaire.png,data/questionnaire/2049086696.tif,6
memo,data/raw_pdfs/0594_memo.pdf,data/page1_pngs/0594_memo.png,data/memo/tcal0314857.tif,4
handwritten,data/raw_pdfs/0595_handwritten.pdf,data/page1_pngs/0595_handwritten.png,data/handwritten/518296193+-6195.tif,1
email,data/raw_pdfs/0596_email.pdf,data/page1_pngs/0596_email.png,data/email/2082108151.tif,4
advertisement,data/raw_pdfs/0597_advertisement.pdf,data/page1_pngs/0597_advertisement.png,data/advertisement/512539577+-9577.tif,0
scientific_report,data/raw_pdfs/0598_scientific_report.pdf,data/page1_pngs/0598_scientific_report.png,data/scientific_report/2031512881.tif,6
resume,data/raw_pdfs/0599_resume.pdf,data/page1_pngs/0599_resume.png,data/resume/50406345-6346.tif,8
email,data/raw_pdfs/0600_email.pdf,data/page1_pngs/0600_email.png,data/email/12503820.tif,4
scientific_publication,data/raw_pdfs/0601_scientific_publication.pdf,data/page1_pngs/0601_scientific_publication.png,data/scientific_publication/50383496-3508.tif,0
invoice,data/raw_pdfs/0602_invoice.pdf,data/page1_pngs/0602_invoice.png,data/invoice/93486658.tif,6
letter,data/raw_pdfs/0603_letter.pdf,data/page1_pngs/0603_letter.png,data/letter/507729796.tif,8
invoice,data/raw_pdfs/0604_invoice.pdf,data/page1_pngs/0604_invoice.png,data/invoice/2024411472.tif,6
invoice,data/raw_pdfs/0605_invoice.pdf,data/page1_pngs/0605_invoice.png,data/invoice/11242488.tif,6
invoice,data/raw_pdfs/0606_invoice.pdf,data/page1_pngs/0606_invoice.png,data/invoice/0000227351.tif,7
presentation,data/raw_pdfs/0607_presentation.pdf,data/page1_pngs/0607_presentation.png,data/presentation/2079066847a.tif,-1
news_article,data/raw_pdfs/0608_news_article.pdf,data/page1_pngs/0608_news_article.png,data/news_article/2023580496_2023580497.tif,0
email,data/raw_pdfs/0609_email.pdf,data/page1_pngs/0609_email.png,data/email/2085235142a.tif,10
email,data/raw_pdfs/0610_email.pdf,data/page1_pngs/0610_email.png,data/email/2071273738.tif,10
questionnaire,data/raw_pdfs/0611_questionnaire.pdf,data/page1_pngs/0611_questionnaire.png,data/questionnaire/0060124145.tif,6
budget,data/raw_pdfs/0612_budget.pdf,data/page1_pngs/0612_budget.png,data/budget/2040755840.tif,6
letter,data/raw_pdfs/0613_letter.pdf,data/page1_pngs/0613_letter.png,data/letter/87283510_87283511.tif,8
scientific_publication,data/raw_pdfs/0614_scientific_publication.pdf,data/page1_pngs/0614_scientific_publication.png,data/scientific_publication/PUBLICATIONS038975-8.tif,9
scientific_publication,data/raw_pdfs/0615_scientific_publication.pdf,data/page1_pngs/0615_scientific_publication.png,data/scientific_publication/2074463907_3913.tif,0
scientific_report,data/raw_pdfs/0616_scientific_report.pdf,data/page1_pngs/0616_scientific_report.png,data/scientific_report/2075743157.tif,6
scientific_report,data/raw_pdfs/0617_scientific_report.pdf,data/page1_pngs/0617_scientific_report.png,data/scientific_report/2028742168_2028742169.tif,2
invoice,data/raw_pdfs/0618_invoice.pdf,data/page1_pngs/0618_invoice.png,data/invoice/506115617_506115618.tif,6
questionnaire,data/raw_pdfs/0619_questionnaire.pdf,data/page1_pngs/0619_questionnaire.png,data/questionnaire/81574214_81574219.tif,6
letter,data/raw_pdfs/0620_letter.pdf,data/page1_pngs/0620_letter.png,data/letter/2041007910.tif,7
scientific_publication,data/raw_pdfs/0621_scientific_publication.pdf,data/page1_pngs/0621_scientific_publication.png,data/scientific_publication/2057061683_2057061693.tif,-1
specification,data/raw_pdfs/0622_specification.pdf,data/page1_pngs/0622_specification.png,data/specification/511212350+-2350.tif,6
presentation,data/raw_pdfs/0623_presentation.pdf,data/page1_pngs/0623_presentation.png,data/presentation/2082798230_8243.tif,3
form,data/raw_pdfs/0624_form.pdf,data/page1_pngs/0624_form.png,data/form/2073609009.tif,7
letter,data/raw_pdfs/0625_letter.pdf,data/page1_pngs/0625_letter.png,data/letter/2000606318.tif,7
specification,data/raw_pdfs/0626_specification.pdf,data/page1_pngs/0626_specification.png,data/specification/512372970_512372971.tif,3
scientific_report,data/raw_pdfs/0627_scientific_report.pdf,data/page1_pngs/0627_scientific_report.png,data/scientific_report/88482240_88482241.tif,-1
presentation,data/raw_pdfs/0628_presentation.pdf,data/page1_pngs/0628_presentation.png,data/presentation/81887170_7172.tif,2
news_article,data/raw_pdfs/0629_news_article.pdf,data/page1_pngs/0629_news_article.png,data/news_article/2075701917.tif,6
budget,data/raw_pdfs/0630_budget.pdf,data/page1_pngs/0630_budget.png,data/budget/2045813980.tif,6
news_article,data/raw_pdfs/0631_news_article.pdf,data/page1_pngs/0631_news_article.png,data/news_article/1002402274-a.tif,0
questionnaire,data/raw_pdfs/0632_questionnaire.pdf,data/page1_pngs/0632_questionnaire.png,data/questionnaire/514877755+-7756.tif,4
file_folder,data/raw_pdfs/0633_file_folder.pdf,data/page1_pngs/0633_file_folder.png,data/file_folder/2500005325.tif,5
budget,data/raw_pdfs/0634_budget.pdf,data/page1_pngs/0634_budget.png,data/budget/2025792472.tif,6
form,data/raw_pdfs/0635_form.pdf,data/page1_pngs/0635_form.png,data/form/2069554151.tif,7
file_folder,data/raw_pdfs/0636_file_folder.pdf,data/page1_pngs/0636_file_folder.png,data/file_folder/50539494-9494.tif,5
presentation,data/raw_pdfs/0637_presentation.pdf,data/page1_pngs/0637_presentation.png,data/presentation/2066004247_4251.tif,2
advertisement,data/raw_pdfs/0638_advertisement.pdf,data/page1_pngs/0638_advertisement.png,data/advertisement/502595550.tif,0
memo,data/raw_pdfs/0639_memo.pdf,data/page1_pngs/0639_memo.png,data/memo/2044983497.tif,4
specification,data/raw_pdfs/0640_specification.pdf,data/page1_pngs/0640_specification.png,data/specification/2069720003.tif,6
email,data/raw_pdfs/0641_email.pdf,data/page1_pngs/0641_email.png,data/email/2505225609_5610.tif,-1
memo,data/raw_pdfs/0642_memo.pdf,data/page1_pngs/0642_memo.png,data/memo/2062265275_2062265276.tif,8
questionnaire,data/raw_pdfs/0643_questionnaire.pdf,data/page1_pngs/0643_questionnaire.png,data/questionnaire/0060320938.tif,6
presentation,data/raw_pdfs/0644_presentation.pdf,data/page1_pngs/0644_presentation.png,data/presentation/2080875909_5911.tif,7
news_article,data/raw_pdfs/0645_news_article.pdf,data/page1_pngs/0645_news_article.png,data/news_article/2501455141-a.tif,8
scientific_publication,data/raw_pdfs/0646_scientific_publication.pdf,data/page1_pngs/0646_scientific_publication.png,data/scientific_publication/2024956869_2024956870.tif,0
presentation,data/raw_pdfs/0647_presentation.pdf,data/page1_pngs/0647_presentation.png,data/presentation/2083251571.tif,3
resume,data/raw_pdfs/0648_resume.pdf,data/page1_pngs/0648_resume.png,data/resume/50311316-1317.tif,10
presentation,data/raw_pdfs/0649_presentation.pdf,data/page1_pngs/0649_presentation.png,data/presentation/2071906201_6207.tif,2
specification,data/raw_pdfs/0650_specification.pdf,data/page1_pngs/0650_specification.png,data/specification/2031505223_2031505226.tif,7
form,data/raw_pdfs/0651_form.pdf,data/page1_pngs/0651_form.png,data/form/2023840565_2023840573.tif,10
questionnaire,data/raw_pdfs/0652_questionnaire.pdf,data/page1_pngs/0652_questionnaire.png,data/questionnaire/2023714372.tif,0
presentation,data/raw_pdfs/0653_presentation.pdf,data/page1_pngs/0653_presentation.png,data/presentation/0013042397.tif,-1
news_article,data/raw_pdfs/0654_news_article.pdf,data/page1_pngs/0654_news_article.png,data/news_article/2045946877.tif,2
letter,data/raw_pdfs/0655_letter.pdf,data/page1_pngs/0655_letter.png,data/letter/0000514106.tif,-1
memo,data/raw_pdfs/0656_memo.pdf,data/page1_pngs/0656_memo.png,data/memo/12118067.tif,7
scientific_publication,data/raw_pdfs/0657_scientific_publication.pdf,data/page1_pngs/0657_scientific_publication.png,data/scientific_publication/2501346870_2501346881.tif,0
invoice,data/raw_pdfs/0658_invoice.pdf,data/page1_pngs/0658_invoice.png,data/invoice/2070079185.tif,5
presentation,data/raw_pdfs/0659_presentation.pdf,data/page1_pngs/0659_presentation.png,data/presentation/2080805074_5086.tif,-1
file_folder,data/raw_pdfs/0660_file_folder.pdf,data/page1_pngs/0660_file_folder.png,data/file_folder/2079039050.tif,5
specification,data/raw_pdfs/0661_specification.pdf,data/page1_pngs/0661_specification.png,data/specification/2051526351_2051526352.tif,6
letter,data/raw_pdfs/0662_letter.pdf,data/page1_pngs/0662_letter.png,data/letter/501288733+-8738.tif,7
advertisement,data/raw_pdfs/0663_advertisement.pdf,data/page1_pngs/0663_advertisement.png,data/advertisement/500028372.tif,-1
file_folder,data/raw_pdfs/0664_file_folder.pdf,data/page1_pngs/0664_file_folder.png,data/file_folder/2501640135.tif,5
invoice,data/raw_pdfs/0665_invoice.pdf,data/page1_pngs/0665_invoice.png,data/invoice/87063048.tif,6
handwritten,data/raw_pdfs/0666_handwritten.pdf,data/page1_pngs/0666_handwritten.png,data/handwritten/500920379_500920380.tif,1
presentation,data/raw_pdfs/0667_presentation.pdf,data/page1_pngs/0667_presentation.png,data/presentation/2070915913.tif,10
advertisement,data/raw_pdfs/0668_advertisement.pdf,data/page1_pngs/0668_advertisement.png,data/advertisement/502611471+-1471.tif,0
specification,data/raw_pdfs/0669_specification.pdf,data/page1_pngs/0669_specification.png,data/specification/504546081.tif,7
presentation,data/raw_pdfs/0670_presentation.pdf,data/page1_pngs/0670_presentation.png,data/presentation/2081540458.tif,2
letter,data/raw_pdfs/0671_letter.pdf,data/page1_pngs/0671_letter.png,data/letter/2048650744_2048650747.tif,8
form,data/raw_pdfs/0672_form.pdf,data/page1_pngs/0672_form.png,data/form/94372207.tif,6
budget,data/raw_pdfs/0673_budget.pdf,data/page1_pngs/0673_budget.png,data/budget/2063249039.tif,3
advertisement,data/raw_pdfs/0674_advertisement.pdf,data/page1_pngs/0674_advertisement.png,data/advertisement/94353103_94353104.tif,5
letter,data/raw_pdfs/0675_letter.pdf,data/page1_pngs/0675_letter.png,data/letter/506535125.tif,-1
scientific_publication,data/raw_pdfs/0676_scientific_publication.pdf,data/page1_pngs/0676_scientific_publication.png,data/scientific_publication/83121135_1232.tif,7
handwritten,data/raw_pdfs/0677_handwritten.pdf,data/page1_pngs/0677_handwritten.png,data/handwritten/503602720.tif,1
memo,data/raw_pdfs/0678_memo.pdf,data/page1_pngs/0678_memo.png,data/memo/2076959185a.tif,10
file_folder,data/raw_pdfs/0679_file_folder.pdf,data/page1_pngs/0679_file_folder.png,data/file_folder/2081849224.tif,5
resume,data/raw_pdfs/0680_resume.pdf,data/page1_pngs/0680_resume.png,data/resume/50527955-7956.tif,10
presentation,data/raw_pdfs/0681_presentation.pdf,data/page1_pngs/0681_presentation.png,data/presentation/2080187664_7668.tif,4
letter,data/raw_pdfs/0682_letter.pdf,data/page1_pngs/0682_letter.png,data/letter/50164389-4389.tif,4
budget,data/raw_pdfs/0683_budget.pdf,data/page1_pngs/0683_budget.png,data/budget/0000415432.tif,7
letter,data/raw_pdfs/0684_letter.pdf,data/page1_pngs/0684_letter.png,data/letter/83584930.tif,4
file_folder,data/raw_pdfs/0685_file_folder.pdf,data/page1_pngs/0685_file_folder.png,data/file_folder/2046027520.tif,5
